"","Year","Rnd","DT","OvPck","FrRnd","RdPck","Tm","Signed","Name","Pos","WAR","G","AB","HR","BA","OPS","G.1","W","L","ERA","WHIP","SV","Type","Drafted.Out.of","bbrid"
"268",2016,9,NA,268,"FrRnd",12,"Red Sox","Y","Matt McLean (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Texas at Arlington (Arlington, TX)","mclean000mat"
"269",2016,9,NA,269,"FrRnd",13,"Diamondbacks","Y","Tommy Eveld (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of South Florida (Tampa, FL)","eveld-000tom"
"270",2016,9,NA,270,"FrRnd",14,"Rays","Y","Peter Bayer (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California Polytechnic State University, Pomona (Pomona, CA)","bayer-000pet"
"271",2016,9,NA,271,"FrRnd",15,"Orioles","Y","Lucas Humpal (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas State University (San Marcos, TX)","humpal000luc"
"272",2016,9,NA,272,"FrRnd",16,"Indians","Y","Hosea Nelson (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Clarendon College (Clarendon, TX)","nelson000hos"
"273",2016,9,NA,273,"FrRnd",17,"Twins","Y","Mitchell Kranson (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Berkeley (Berkeley, CA)","kranso000mit"
"274",2016,9,NA,274,"FrRnd",18,"Nationals","Y","Joey Harris (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Gonzaga University (Spokane, WA)","harris005joe"
"275",2016,9,NA,275,"FrRnd",19,"Giants","Y","Caleb Baragar (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Indiana University-Bloomington (Bloomington, IN)","barage000cal"
"276",2016,9,NA,276,"FrRnd",20,"Angels","Y","Michael Barash (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","barash000mic"
"277",2016,9,NA,277,"FrRnd",21,"Astros","Y","Ryan Hartman (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Tennessee Wesleyan College (Athens, TN)","hartma002rya"
"278",2016,9,NA,278,"FrRnd",22,"Yankees","Y","Tim Lynch (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern Mississippi (Hattiesburg, MS)","lynch-003tim"
"279",2016,9,NA,279,"FrRnd",23,"Rangers","Y","Hever Bueno (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Arizona State University (Tempe, AZ)","bueno-000hev"
"280",2016,9,NA,280,"FrRnd",24,"Mets","Y","Colin Holderman (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Heartland Community College (Normal, IL)","holder000col"
"281",2016,9,NA,281,"FrRnd",25,"Dodgers","Y","Tony Gonsolin (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","St. Mary's College of California (Moraga, CA)","gonsol000ant"
"282",2016,9,NA,282,"FrRnd",26,"Blue Jays","Y","Nick Hartman (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Old Dominion University (Norfolk, VA)","hartma000nic"
"283",2016,9,NA,283,"FrRnd",27,"Royals","Y","Walker Sheller (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Stetson University (DeLand, FL)","shelle000wal"
"284",2016,9,NA,284,"FrRnd",28,"Cubs","Y","Duncan Robinson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Dartmouth College (Hanover, NH)","robins000dun"
"285",2016,9,NA,285,"FrRnd",29,"Pirates","Y","Clark Eagan (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Arkansas (Fayetteville, AR)","eagan-000cla"
"286",2016,9,NA,286,"FrRnd",30,"Cardinals","Y","Matt Fiedler (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Minnesota (Minneapolis, MN)","fiedle000mat"
"287",2016,10,NA,287,"FrRnd",1,"Phillies","Y","Julian Garcia (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Metropolitan State College of Denver (Denver, CO)","garcia007jul"
"288",2016,10,NA,288,"FrRnd",2,"Reds","Y","Lucas Benenati (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Kansas State University (Manhattan, KS)","benena000luc"
"289",2016,10,NA,289,"FrRnd",3,"Braves","Y","Marcus Mooney (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of South Carolina (Columbia, SC)","mooney003mar"
"290",2016,10,NA,290,"FrRnd",4,"Rockies","Y","Vince Fernandez (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Riverside (Riverside, CA)","fernan000vin"
"291",2016,10,NA,291,"FrRnd",5,"Brewers","Y","Blake Fox (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Rice University (Houston, TX)","fox---002bla"
"292",2016,10,NA,292,"FrRnd",6,"Athletics","Y","Mitchell Jordan (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Stetson University (DeLand, FL)","jordan000mit"
"293",2016,10,NA,293,"FrRnd",7,"Marlins","Y","Dylan Lee (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Fresno (Fresno, CA)","lee---001dyl"
"294",2016,10,NA,294,"FrRnd",8,"Padres","Y","Boomer White (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","white-000boo"
"295",2016,10,NA,295,"FrRnd",9,"Tigers","Y","Sam Machonis (minors)","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Florida Southern College (Lakeland, FL)","machon000sam"
"296",2016,10,NA,296,"FrRnd",10,"White Sox","Y","Zach Remillard (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Coastal Carolina University (Conway, SC)","remill000zac"
"297",2016,10,NA,297,"FrRnd",11,"Mariners","Y","David Greer (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Arizona State University (Tempe, AZ)","greer-000dav"
"298",2016,10,NA,298,"FrRnd",12,"Red Sox","Y","Santiago Espinal (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Miami-Dade College, Wolfson Campus (Miami, FL)","espina000san"
"299",2016,10,NA,299,"FrRnd",13,"Diamondbacks","Y","Stephen Smith (minors)","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas Tech University (Lubbock, TX)","smith-021ste"
"300",2016,10,NA,300,"FrRnd",14,"Rays","Y","Spencer Jones (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Washington (Seattle, WA)","jones-000spe"
"301",2016,10,NA,301,"FrRnd",15,"Orioles","Y","Cody Dube (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Keene State College (Keene, NH)","dube--000cod"
"302",2016,10,NA,302,"FrRnd",16,"Indians","Y","Samad Taylor (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Corona HS (Corona, CA)","taylor008sam"
"303",2016,10,NA,303,"FrRnd",17,"Twins","Y","Brandon Lopez (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Miami (Coral Gables, FL)","lopez-000bra"
"304",2016,10,NA,304,"FrRnd",18,"Nationals","Y","Paul Panaccione (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Grand Canyon University (Phoenix, AZ)","panacc000pau"
"305",2016,10,NA,305,"FrRnd",19,"Giants","Y","Alex Bostic (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Clemson University (Clemson, SC)","bostic000ale"
"306",2016,10,NA,306,"FrRnd",20,"Angels","Y","Andrew Vinson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","vinson000and"
"307",2016,10,NA,307,"FrRnd",21,"Astros","Y","Dustin Hunt (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Northeastern University (Boston, MA)","hunt--000dus"
"308",2016,10,NA,308,"FrRnd",22,"Yankees","Y","Trevor Lane (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Illinois at Chicago (Chicago, IL)","lane--000tre"
"309",2016,10,NA,309,"FrRnd",23,"Rangers","Y","Josh Merrigan (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Georgia Gwinnett College (Lawrenceville, GA)","merrig002jos"
"310",2016,10,NA,310,"FrRnd",24,"Mets","Y","Gene Cone (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of South Carolina (Columbia, SC)","cone--000gen"
"311",2016,10,NA,311,"FrRnd",25,"Dodgers","Y","Kevin LaChance (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Maryland, Baltimore County (Baltimore, MD)","lachan000kev"
"312",2016,10,NA,312,"FrRnd",26,"Blue Jays","Y","Kirby Snead (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Florida (Gainesville, FL)","snead-000kir"
"313",2016,10,NA,313,"FrRnd",27,"Royals","Y","Richard Lovelady (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Kennesaw State University (Kennesaw, GA)","lovela000ric"
"314",2016,10,NA,314,"FrRnd",28,"Cubs","Y","Dakota Mekkes (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Michigan State University (East Lansing, MI)","mekkes000dak"
"315",2016,10,NA,315,"FrRnd",29,"Pirates","Y","Matt Anderson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Morehead State University (Morehead, KY)","anders005mat"
"316",2016,10,NA,316,"FrRnd",30,"Cardinals","Y","Danny Hudzina (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Western Kentucky University (Bowling Green, KY)","hudzin000dan"
"317",2016,11,NA,317,"FrRnd",1,"Phillies","Y","Josh Stephen (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Mater Dei HS (Santa Ana, CA)","stephe005jos"
"318",2016,11,NA,318,"FrRnd",2,"Reds","Y","Joel Kuhnel (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Texas at Arlington (Arlington, TX)","kuhnel000joe"
"319",2016,11,NA,319,"FrRnd",3,"Braves","Y","Matt Rowland (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Pope HS (Marietta, GA)","rowlan001mat"
"320",2016,11,NA,320,"FrRnd",4,"Rockies","Y","Bryan Baker (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Florida (Jacksonville, FL)","baker-000bry"
"321",2016,11,NA,321,"FrRnd",5,"Brewers","Y","Chad McClanahan (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Brophy College Preparatory (Phoenix, AZ)","mcclan000cha"
"322",2016,11,NA,322,"FrRnd",6,"Athletics","Y","Eli White (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Clemson University (Clemson, SC)","white-000eli"
"323",2016,11,NA,323,"FrRnd",7,"Marlins","Y","Chad Smith (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Mississippi (Oxford, MS)","smith-054cha"
"324",2016,11,NA,324,"FrRnd",8,"Padres","Y","Tre Carter (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Soddy-Daisy HS (Soddy-Daisy, TN)","carter002tre"
"325",2016,11,NA,325,"FrRnd",9,"Tigers","Y","Zac Houston (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Mississippi State University (Mississippi State, MS)","housto000zac"
"326",2016,11,NA,326,"FrRnd",10,"White Sox","Y","Ian Hamilton (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Washington State University (Pullman, WA)","hamilt000ian"
"327",2016,11,NA,327,"FrRnd",11,"Mariners","Y","Michael Koval (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California Polytechnic State University, Pomona (Pomona, CA)","koval-000mic"
"328",2016,11,NA,328,"FrRnd",12,"Red Sox","N","Nick Quintana (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Arbor View HS (Las Vegas, NV)","quinta000nic"
"329",2016,11,NA,329,"FrRnd",13,"Diamondbacks","Y","Jake Polancic (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Yale SS (Abbotsford, BC)","polanc000jak"
"330",2016,11,NA,330,"FrRnd",14,"Rays","N","Zach Thompson (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Wapahani HS (Selma, IN)","thomps009zac"
"331",2016,11,NA,331,"FrRnd",15,"Orioles","Y","Zach Muckenhirn (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Dakota (Grand Forks, ND)","mucken000zac"
"332",2016,11,NA,332,"FrRnd",16,"Indians","Y","Andrew Calica (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Santa Barbara (Santa Barbara, CA)","calica000and"
"333",2016,11,NA,333,"FrRnd",17,"Twins","Y","Tyler Benninghoff (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Rockhurst HS (Kansas City, MO)","bennin000tyl"
"334",2016,11,NA,334,"FrRnd",18,"Nationals","Y","Armond Upshaw (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Pensacola Junior College (Pensacola, FL)","upshaw000arm"
"335",2016,11,NA,335,"FrRnd",19,"Giants","N","Jason Delay (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Vanderbilt University (Nashville, TN)","delay-000jas"
"336",2016,11,NA,336,"FrRnd",20,"Angels","Y","Brennon Lund (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Brigham Young University (Provo, UT)","lund--000bre"
"337",2016,11,NA,337,"FrRnd",21,"Astros","Y","Chad Donato (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","West Virginia University (Morgantown, WV)","donato000cha"
"338",2016,11,NA,338,"FrRnd",22,"Yankees","Y","Connor Jones (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Georgia (Athens, GA)","jones-004con"
"339",2016,11,NA,339,"FrRnd",23,"Rangers","Y","Joe Barlow (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Salt Lake Community College (Salt Lake City, UT)","barlow000joe"
"340",2016,11,NA,340,"FrRnd",24,"Mets","Y","Cameron Planck (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Rowan County HS (Morehead, KY)","planck000cam"
"341",2016,11,NA,341,"FrRnd",25,"Dodgers","Y","A.J. Alexy (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Twin Valley HS (Elverson, PA)","alexy-000aj-"
"342",2016,11,NA,342,"FrRnd",26,"Blue Jays","Y","Travis Hosterman (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Paul J. Hagerty HS (Oviedo, FL)","hoster000tra"
"343",2016,11,NA,343,"FrRnd",27,"Royals","Y","Vance Vizcaino (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Stetson University (DeLand, FL)","vizcai000van"
"344",2016,11,NA,344,"FrRnd",28,"Cubs","Y","Michael Rucker (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Brigham Young University (Provo, UT)","rucker000mic"
"345",2016,11,NA,345,"FrRnd",29,"Pirates","Y","Max Kranick (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Valley View HS (Archbald, PA)","kranic000max"
"346",2016,11,NA,346,"FrRnd",30,"Cardinals","Y","John Kilichowski (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Vanderbilt University (Nashville, TN)","kilich000joh"
"347",2016,12,NA,347,"FrRnd",1,"Phillies","Y","Justin Miller (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Central HS (Fresno, CA)","miller009jus"
"348",2016,12,NA,348,"FrRnd",2,"Reds","Y","Cassidy Brown (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Loyola Marymount University (Los Angeles, CA)","brown-003cas"
"349",2016,12,NA,349,"FrRnd",3,"Braves","Y","Brandon White (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Lander University (Greenwood, SC)","white-004bra"
"350",2016,12,NA,350,"FrRnd",4,"Rockies","Y","Brandon Gold (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Georgia Institute of Technology (Atlanta, GA)","gold--000bra"
"351",2016,12,NA,351,"FrRnd",5,"Brewers","Y","Trever Morrison (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oregon State University (Corvallis, OR)","morris000tre"
"352",2016,12,NA,352,"FrRnd",6,"Athletics","Y","Luke Persico (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Los Angeles (Los Angeles, CA)","persic000luk"
"353",2016,12,NA,353,"FrRnd",7,"Marlins","Y","Mike King (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Boston College (Chestnut Hill, MA)","king--000mik"
"354",2016,12,NA,354,"FrRnd",8,"Padres","N","Jamie Sara (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","West Potomac HS (Alexandria, VA)","sara--000jam"
"355",2016,12,NA,355,"FrRnd",9,"Tigers","Y","Danny Woodrow (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Creighton University (Omaha, NE)","woodro000dan"
"356",2016,12,NA,356,"FrRnd",10,"White Sox","Y","Mitch Roman (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Wright State University (Dayton, OH)","roman-000mit"
"357",2016,12,NA,357,"FrRnd",11,"Mariners","Y","Tim Viehoff (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Southern New Hampshire University (Manchester, NH)","viehof000tim"
"358",2016,12,NA,358,"FrRnd",12,"Red Sox","Y","Matthew Gorst (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Georgia Institute of Technology (Atlanta, GA)","gorst-000mat"
"359",2016,12,NA,359,"FrRnd",13,"Diamondbacks","Y","Gavin Stupienski (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Carolina at Wilmington (Wilmington, NC)","stupie000gav"
"360",2016,12,NA,360,"FrRnd",14,"Rays","Y","Brandon Lawson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of South Florida (Tampa, FL)","lawson002bra"
"361",2016,12,NA,361,"FrRnd",15,"Orioles","Y","Max Knutson (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Nebraska at Lincoln (Lincoln, NE)","knutso000max"
"362",2016,12,NA,362,"FrRnd",16,"Indians","Y","Zach Plesac (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Ball State University (Muncie, IN)","plesac000zac"
"363",2016,12,NA,363,"FrRnd",17,"Twins","Y","Zach Featherstone (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Tallahassee Community College (Tallahassee, FL)","feathe000zac"
"364",2016,12,NA,364,"FrRnd",18,"Nationals","Y","Hayden Howard (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas Tech University (Lubbock, TX)","howard000hay"
"365",2016,12,NA,365,"FrRnd",19,"Giants","Y","Ryan Kirby (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of San Diego (San Diego, CA)","kirby-000rya"
"366",2016,12,NA,366,"FrRnd",20,"Angels","Y","Bo Tucker (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Georgia (Athens, GA)","tucker000bo-"
"367",2016,12,NA,367,"FrRnd",21,"Astros","Y","Carmen Benedetti (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Michigan (Ann Arbor, MI)","benede000car"
"368",2016,12,NA,368,"FrRnd",22,"Yankees","Y","Taylor Widener (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of South Carolina (Columbia, SC)","widene000tay"
"369",2016,12,NA,369,"FrRnd",23,"Rangers","Y","Alex Kowalczyk (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Pittsburgh (Pittsburgh, PA)","kowalc000ale"
"370",2016,12,NA,370,"FrRnd",24,"Mets","Y","Matt Cleveland (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Windsor HS (Windsor, CT)","clevel002mat"
"371",2016,12,NA,371,"FrRnd",25,"Dodgers","N","Graham Ashcraft (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Huntsville HS (Huntsville, AL)","ashcra000gra"
"372",2016,12,NA,372,"FrRnd",26,"Blue Jays","Y","Ridge Smith (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Austin Peay State University (Clarksville, TN)","smith-000rid"
"373",2016,12,NA,373,"FrRnd",27,"Royals","Y","Jeremy Gwinn (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Colby Community College (Colby, KS)","gwinn-000jer"
"374",2016,12,NA,374,"FrRnd",28,"Cubs","N","Trey Cobb (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oklahoma State University (Stillwater, OK)","cobb--002tre"
"375",2016,12,NA,375,"FrRnd",29,"Pirates","Y","Arden Pabst (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Georgia Institute of Technology (Atlanta, GA)","pabst-000ard"
"376",2016,12,NA,376,"FrRnd",30,"Cardinals","Y","Brady Whalen (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Union HS (Camas, WA)","whalen000bra"
"377",2016,13,NA,377,"FrRnd",1,"Phillies","Y","Andrew Brown (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Granite Hills HS (El Cajon, CA)","brown-007and"
"378",2016,13,NA,378,"FrRnd",2,"Reds","Y","Ryan Olson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California Polytechnic State University, Pomona (Pomona, CA)","olson-004rya"
"379",2016,13,NA,379,"FrRnd",3,"Braves","Y","Brandon White (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Davenport University (Grand Rapids, MI)","white-005bra"
"380",2016,13,NA,380,"FrRnd",4,"Rockies","Y","Taylor Snyder (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Colorado State University-Pueblo (Pueblo, CO)","snyder000tay"
"381",2016,13,NA,381,"FrRnd",5,"Brewers","Y","Thomas Jankins (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Quinnipiac College (Hamden, CT)","jankin000tho"
"382",2016,13,NA,382,"FrRnd",6,"Athletics","Y","Nate Mondou (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Wake Forest University (Winston-Salem, NC)","mondou000nat"
"383",2016,13,NA,383,"FrRnd",7,"Marlins","N","Nick Eicholtz (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Alabama (Tuscaloosa, AL)","eichol000nic"
"384",2016,13,NA,384,"FrRnd",8,"Padres","Y","Joe Galindo (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","New Mexico State University (Las Cruces, NM)","galind000joe"
"385",2016,13,NA,385,"FrRnd",9,"Tigers","Y","Brady Policelli (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Towson University (Towson, MD)","police000bra"
"386",2016,13,NA,386,"FrRnd",10,"White Sox","Y","Michael Hickman (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Chipola College (Marianna, FL)","hickma001mic"
"387",2016,13,NA,387,"FrRnd",11,"Mariners","Y","Reggie McClain (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Missouri Columbia (Columbia, MO)","mcclai000reg"
"388",2016,13,NA,388,"FrRnd",12,"Red Sox","N","Brady Bramlett (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Mississippi (Oxford, MS)","bramle000bra"
