"","Year","Rnd","DT","OvPck","FrRnd","RdPck","Tm","Signed","Name","Pos","WAR","G","AB","HR","BA","OPS","G.1","W","L","ERA","WHIP","SV","Type","Drafted.Out.of","bbrid"
"903",2016,30,NA,903,"FrRnd",17,"Twins","Y","Quin Grogan (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Lewis-Clark State College (Lewiston, ID)","grogan000qui"
"904",2016,30,NA,904,"FrRnd",18,"Nationals","N","Tristan Clarke (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","East Oklahoma State College (Wilburton, OK)","clarke000tri"
"905",2016,30,NA,905,"FrRnd",19,"Giants","Y","Nick Deeg (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Central Michigan University (Mount Pleasant, MI)","deeg--000nic"
"906",2016,30,NA,906,"FrRnd",20,"Angels","N","Robbie Peto (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Monroe Township HS (Monroe Township, NJ)","peto--000rob"
"907",2016,30,NA,907,"FrRnd",21,"Astros","Y","Brody Westmoreland (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","College of Southern Nevada (Henderson, NV)","westmo000bro"
"908",2016,30,NA,908,"FrRnd",22,"Yankees","Y","Ben Ruta (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Wagner College (Staten Island, NY)","ruta--000ben"
"909",2016,30,NA,909,"FrRnd",23,"Rangers","Y","Christian Torres (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Faulkner University (Montgomery, AL)","torres006chr"
"910",2016,30,NA,910,"FrRnd",24,"Mets","Y","Eric Villanueva (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Josefina Barcelo HS (Guaynabo, Puerto Rico)","villan002eri"
"911",2016,30,NA,911,"FrRnd",25,"Dodgers","Y","Ramon Rodriguez (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Puerto Rico Baseball Academy (Gurabo, Puerto Rico)","rodrig019ram"
"912",2016,30,NA,912,"FrRnd",26,"Blue Jays","Y","Jake Fishman (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Union College (Schenectady, NY)","fishma000jak"
"913",2016,30,NA,913,"FrRnd",27,"Royals","Y","Geoff Bramblett (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Alabama (Tuscaloosa, AL)","brambl000geo"
"914",2016,30,NA,914,"FrRnd",28,"Cubs","N","Montana Parsons (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","San Jacinto College, North Campus (Houston, TX)","parson000mon"
"915",2016,30,NA,915,"FrRnd",29,"Pirates","N","Chris Cook (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","East Tennessee State University (Johnson City, TN)","cook--003chr"
"916",2016,30,NA,916,"FrRnd",30,"Cardinals","N","Josh Burgmann (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Vauxhall HS (Vauxhall, AB)","burgma000jos"
"917",2016,31,NA,917,"FrRnd",1,"Phillies","Y","Tyler Frohwirth (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Minnesota State University, Mankato (Mankato, MN)","frohwi000tyl"
"918",2016,31,NA,918,"FrRnd",2,"Reds","N","Austin Langworthy (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Williston HS (Williston, FL)","langwo000aus"
"919",2016,31,NA,919,"FrRnd",3,"Braves","N","Cameron Jabara (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Newport Harbor HS (Newport Beach, CA)","jabara000cam"
"920",2016,31,NA,920,"FrRnd",4,"Rockies","Y","Kenny Oakley (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Nevada-Las Vegas (Las Vegas, NV)","oakley000ken"
"921",2016,31,NA,921,"FrRnd",5,"Brewers","Y","Ryan Aguilar (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Arizona (Tucson, AZ)","aguila000rya"
"922",2016,31,NA,922,"FrRnd",6,"Athletics","Y","Sam Sheehan (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Westmont College (Santa Barbara, CA)","sheeha000sam"
"923",2016,31,NA,923,"FrRnd",7,"Marlins","Y","Preston Guillory (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas Christian University (Fort Worth, TX)","guillo000pre"
"924",2016,31,NA,924,"FrRnd",8,"Padres","Y","G.K. Young (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Coastal Carolina University (Conway, SC)","young-000gk-"
"925",2016,31,NA,925,"FrRnd",9,"Tigers","Y","Dalton Britt (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Liberty University (Lynchburg, VA)","britt-000dal"
"926",2016,31,NA,926,"FrRnd",10,"White Sox","N","Brandon Bossard (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Nazareth Academy (La Grange Park, IL)","bossar000bra"
"927",2016,31,NA,927,"FrRnd",11,"Mariners","N","Lincoln Henzman (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Louisville (Louisville, KY)","henzma000lin"
"928",2016,31,NA,928,"FrRnd",12,"Red Sox","N","Christian Jones (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Federal Way HS (Federal Way, WA)","jones-016chr"
"929",2016,31,NA,929,"FrRnd",13,"Diamondbacks","Y","Williams Durruthy (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Florida International University (Miami, FL)","durrut000wil"
"930",2016,31,NA,930,"FrRnd",14,"Rays","Y","Joey Roach (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Georgia State University (Atlanta, GA)","roach-000joe"
"931",2016,31,NA,931,"FrRnd",15,"Orioles","Y","Jake Ring (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Missouri Columbia (Columbia, MO)","ring--000jak"
"932",2016,31,NA,932,"FrRnd",16,"Indians","N","Chris Farish (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Wake Forest University (Winston-Salem, NC)","farish000chr"
"933",2016,31,NA,933,"FrRnd",17,"Twins","Y","Juan Gamez (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","North Dakota State University (Fargo, ND)","gamez-000jua"
"934",2016,31,NA,934,"FrRnd",18,"Nationals","Y","CJ Picerni (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","New York University (New York, NY)","picern000cj-"
"935",2016,31,NA,935,"FrRnd",19,"Giants","N","Adam Laskey (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Haddon Heights HS (Haddon Heights, NJ)","laskey000ada"
"936",2016,31,NA,936,"FrRnd",20,"Angels","Y","Johnny Morell (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Basha HS (Gilbert, AZ)","morell000joh"
"937",2016,31,NA,937,"FrRnd",21,"Astros","Y","Howie Brey (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Rutgers, the State University of New Jersey (New Brunswick, NJ)","brey--000how"
"938",2016,31,NA,938,"FrRnd",22,"Yankees","N","Miles Sandum (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Granite Hills HS (El Cajon, CA)","sandum000mil"
"939",2016,31,NA,939,"FrRnd",23,"Rangers","N","Blair Calvo (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Eastern Florida State College (Cocoa, FL)","calvo-000bla"
"940",2016,31,NA,940,"FrRnd",24,"Mets","Y","Jeremy Wolf (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Trinity University (San Antonio, TX)","wolf--000jer"
"941",2016,31,NA,941,"FrRnd",25,"Dodgers","Y","Steve Berman (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Santa Clara University (Santa Clara, CA)","berman000ste"
"942",2016,31,NA,942,"FrRnd",26,"Blue Jays","N","Marcus Still (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Scottsdale Community College (Scottsdale, AZ)","still-000mar"
"943",2016,31,NA,943,"FrRnd",27,"Royals","Y","Malcolm Van Buren (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Hanahan HS (Hanahan, SC)","vanbur000mal"
"944",2016,31,NA,944,"FrRnd",28,"Cubs","N","Brenden Heiss (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Jacobs HS (Algonquin, IL)","heiss-000bre"
"945",2016,31,NA,945,"FrRnd",29,"Pirates","Y","Jordan Jess (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Minnesota (Minneapolis, MN)","jess--000jor"
"946",2016,31,NA,946,"FrRnd",30,"Cardinals","Y","J.D. Murders (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Bolivar HS (Bolivar, MO)","murder000jon"
"947",2016,32,NA,947,"FrRnd",1,"Phillies","Y","Daniel Garner (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Northwestern State University of Louisiana (Natchitoches, LA)","garner000dan"
"948",2016,32,NA,948,"FrRnd",2,"Reds","N","Matt Crohan (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Winthrop University (Rock Hill, SC)","crohan000mat"
"949",2016,32,NA,949,"FrRnd",3,"Braves","Y","Ryan Schlosser (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Century College (White Bear Lake, MN)","schlos000rya"
"950",2016,32,NA,950,"FrRnd",4,"Rockies","N","John Hendry (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Notre Dame HS (Niles, IL)","hendry000joh"
"951",2016,32,NA,951,"FrRnd",5,"Brewers","Y","Wilson Adams (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Alabama in Huntsville (Huntsville, AL)","adams-011wil"
"952",2016,32,NA,952,"FrRnd",6,"Athletics","Y","Collin Theroux (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oklahoma State University (Stillwater, OK)","therou000col"
"953",2016,32,NA,953,"FrRnd",7,"Marlins","Y","Chevis Hoover (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Tennessee Wesleyan College (Athens, TN)","hoover000che"
"954",2016,32,NA,954,"FrRnd",8,"Padres","N","Ariel Burgos (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Northern Oklahoma College (Enid, OK)","burgos000ari"
"955",2016,32,NA,955,"FrRnd",9,"Tigers","N","Conner O'Neil (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Northridge (Los Angeles, CA)","oneil-000con"
"956",2016,32,NA,956,"FrRnd",10,"White Sox","Y","Sean Renzi (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Central Michigan University (Mount Pleasant, MI)","renzi-000sea"
"957",2016,32,NA,957,"FrRnd",11,"Mariners","N","Kenyon Yovan (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Westview HS (Portland, OR)","yovan-000ken"
"958",2016,32,NA,958,"FrRnd",12,"Red Sox","N","Jeff Belge (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Henninger HS (Syracuse, NY)","belge-000jef"
"959",2016,32,NA,959,"FrRnd",13,"Diamondbacks","Y","Trevor Simms (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Tulane University (New Orleans, LA)","simms-000tre"
"960",2016,32,NA,960,"FrRnd",14,"Rays","Y","Deion Tansel (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Toledo (Toledo, OH)","tansel000dei"
"961",2016,32,NA,961,"FrRnd",15,"Orioles","N","Ryan Mauch (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","South Hills HS (West Covina, CA)","mauch-000rya"
"962",2016,32,NA,962,"FrRnd",16,"Indians","N","Kramer Robertson (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Louisiana State University (Baton Rouge, LA)","robert000kra"
"963",2016,32,NA,963,"FrRnd",17,"Twins","N","Matt Wallner (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Forest Lake HS (Forest Lake, MN)","wallne000mat"
"964",2016,32,NA,964,"FrRnd",18,"Nationals","N","Garrett Gonzales (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","James Madison HS (San Antonio, TX)","gonzal002gar"
"965",2016,32,NA,965,"FrRnd",19,"Giants","Y","John Timmins (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Bellevue University (Bellevue, NE)","timmin000joh"
"966",2016,32,NA,966,"FrRnd",20,"Angels","Y","Doug Willey (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Arkansas (Fayetteville, AR)","willey001dou"
"967",2016,32,NA,967,"FrRnd",21,"Astros","N","Darius Vines (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","St. Bonaventure HS (Ventura, CA)","vines-000dar"
"968",2016,32,NA,968,"FrRnd",22,"Yankees","N","Juan Cabrera (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","North Canyon HS (Phoenix, AZ)","cabrer006jua"
"969",2016,32,NA,969,"FrRnd",23,"Rangers","Y","Travis Bolin (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Davenport University (Grand Rapids, MI)","bolin-000tra"
"970",2016,32,NA,970,"FrRnd",24,"Mets","N","George Kirby (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Rye HS (Rye, NY)","kirby-001geo"
"971",2016,32,NA,971,"FrRnd",25,"Dodgers","Y","Conor Costello (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oklahoma State University (Stillwater, OK)","costel000con"
"972",2016,32,NA,972,"FrRnd",26,"Blue Jays","Y","David Jacob (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Quincy University (Quincy, IL)","jacob-000dav"
"973",2016,32,NA,973,"FrRnd",27,"Royals","N","Luke Bandy (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Providence Academy (Rogers, AR)","bandy-000luk"
"974",2016,32,NA,974,"FrRnd",28,"Cubs","Y","Zach Davis (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas Tech University (Lubbock, TX)","davis-002zac"
"975",2016,32,NA,975,"FrRnd",29,"Pirates","N","Ben Miller (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Nebraska at Lincoln (Lincoln, NE)","miller004ben"
"976",2016,32,NA,976,"FrRnd",30,"Cardinals","Y","Leland Tilley (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Bellevue University (Bellevue, NE)","tilley000lel"
"977",2016,33,NA,977,"FrRnd",1,"Phillies","N","Jack Klein (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Stanford University (Palo Alto, CA)","klein-002jac"
"978",2016,33,NA,978,"FrRnd",2,"Reds","N","Nick Derr (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Sarasota HS (Sarasota, FL)","derr--000nic"
"979",2016,33,NA,979,"FrRnd",3,"Braves","N","Handsome Monica (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Northwest Florida State College (Niceville, FL)","monica000han"
"980",2016,33,NA,980,"FrRnd",4,"Rockies","Y","Tyler Orris (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Millersville University of Pennsylvania (Millersville, PA)","orris-000tyl"
"981",2016,33,NA,981,"FrRnd",5,"Brewers","Y","Emerson Gibbs (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Tulane University (New Orleans, LA)","gibbs-000eme"
"982",2016,33,NA,982,"FrRnd",6,"Athletics","Y","Jarrett Costa (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Westmont College (Santa Barbara, CA)","costa-000jar"
"983",2016,33,NA,983,"FrRnd",7,"Marlins","Y","Branden Berry (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Northridge (Los Angeles, CA)","berry-000bra"
"984",2016,33,NA,984,"FrRnd",8,"Padres","Y","Mark Zimmerman (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Baldwin-Wallace College (Berea, OH)","zimmer000mar"
"985",2016,33,NA,985,"FrRnd",9,"Tigers","N","Keegan Thompson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Auburn University (Auburn, AL)","thomps000kee"
"986",2016,33,NA,986,"FrRnd",10,"White Sox","Y","Ryan Boelter (minors)","LHp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Gardner-Webb University (Boiling Springs, NC)","boelte000rya"
"987",2016,33,NA,987,"FrRnd",11,"Mariners","N","Morgan McCullough (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","West Seattle HS (Seattle, WA)","mccull000mor"
"988",2016,33,NA,988,"FrRnd",12,"Red Sox","Y","Chad Hardy (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Paris Junior College (Paris, TX)","hardy-000cha"
"989",2016,33,NA,989,"FrRnd",13,"Diamondbacks","Y","Paxton De La Garza (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Angelo State University (San Angelo, TX)","delaga000pax"
"990",2016,33,NA,990,"FrRnd",14,"Rays","N","Hayden Wesneski (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Cy-Fair HS (Cypress, TX)","wesnes000hay"
"991",2016,33,NA,991,"FrRnd",15,"Orioles","Y","Markel Jones (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Brunswick Community College (Bolivia, NC)","jones-016mar"
"992",2016,33,NA,992,"FrRnd",16,"Indians","N","Blake Sabol (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Aliso Niguel HS (Aliso Viejo, CA)","sabol-000bla"
"993",2016,33,NA,993,"FrRnd",17,"Twins","Y","Clark Beeker (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Davidson College (Davidson, NC)","beeker000cla"
"994",2016,33,NA,994,"FrRnd",18,"Nationals","N","Ryan Wetzel (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Heritage Christian Academy (Olathe, KS)","wetzel000rya"
"995",2016,33,NA,995,"FrRnd",19,"Giants","N","J.J. Montgomery (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Northwest Florida State College (Niceville, FL)","montgo000jj-"
"996",2016,33,NA,996,"FrRnd",20,"Angels","Y","Justin Kelly (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Santa Barbara (Santa Barbara, CA)","kelly-000jus"
"997",2016,33,NA,997,"FrRnd",21,"Astros","N","Toby Handley (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Stony Brook University (Stony Brook, NY)","handle000tob"
"998",2016,33,NA,998,"FrRnd",22,"Yankees","N","Bryson Bowman (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Western Carolina University (Cullowhee, NC)","bowman000bry"
"999",2016,33,NA,999,"FrRnd",23,"Rangers","Y","Mark Vasquez (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Faulkner University (Montgomery, AL)","vasque003mar"
"1000",2016,33,NA,1000,"FrRnd",24,"Mets","N","Duncan Pence (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Farragut HS (Knoxville, TN)","pence-000dun"
"1001",2016,33,NA,1001,"FrRnd",25,"Dodgers","Y","Zach McKinstry (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Central Michigan University (Mount Pleasant, MI)","mckins000zac"
"1002",2016,33,NA,1002,"FrRnd",26,"Blue Jays","Y","Brayden Bouchey (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Louisiana at Monroe (Monroe, LA)","bouche000bra"
"1003",2016,33,NA,1003,"FrRnd",27,"Royals","N","Kameron Misner (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Poplar Bluff HS (Poplar Bluff, MO)","misner000kam"
"1004",2016,33,NA,1004,"FrRnd",28,"Cubs","Y","Nathan Sweeney (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Cherry Creek HS (Greenwood Village, CO)","sweene000nat"
"1005",2016,33,NA,1005,"FrRnd",29,"Pirates","Y","Austin Shields (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","St. Mary SS (Hamilton, ON)","shield000aus"
"1006",2016,33,NA,1006,"FrRnd",30,"Cardinals","Y","Caleb Lopes (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","State University of West Georgia (Carrollton, GA)","lopes-000cal"
"1007",2016,34,NA,1007,"FrRnd",1,"Phillies","Y","Luke Maglich (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of South Florida (Tampa, FL)","maglic000luk"
"1008",2016,34,NA,1008,"FrRnd",2,"Reds","N","Ty Weber (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Menomonie HS (Menomonie, WI)","weber-000ty-"
"1009",2016,34,NA,1009,"FrRnd",3,"Braves","Y","Jared James (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California Polytechnic State University, Pomona (Pomona, CA)","james-001jar"
"1010",2016,34,NA,1010,"FrRnd",4,"Rockies","N","Wyatt Featherston (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Green Mountain HS (Golden, CO)","feathe000wya"
"1011",2016,34,NA,1011,"FrRnd",5,"Brewers","Y","Matt Smith (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Georgetown University (Washington, DC)","smith-016mat"
"1012",2016,34,NA,1012,"FrRnd",6,"Athletics","Y","Casey Thomas (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University-Corpus Christi (Corpus Christi, TX)","thomas000cas"
"1013",2016,34,NA,1013,"FrRnd",7,"Marlins","Y","Trenton Hill (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Lee University (Cleveland, TN)","hill--000tre"
"1014",2016,34,NA,1014,"FrRnd",8,"Padres","Y","Denzell Gowdy (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Darton State College (Albany, GA)","gowdy-000den"
"1015",2016,34,NA,1015,"FrRnd",9,"Tigers","Y","Gerardo Gonzalez (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Puerto Rico Baseball Academy (Gurabo, Puerto Rico)","gonzal005ger"
"1016",2016,34,NA,1016,"FrRnd",10,"White Sox","N","Jaxon Shirley (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Frankton HS (Frankton, IN)","shirle000jax"
"1017",2016,34,NA,1017,"FrRnd",11,"Mariners","Y","David Ellingson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Georgetown University (Washington, DC)","elling000dav"
"1018",2016,34,NA,1018,"FrRnd",12,"Red Sox","N","Aaron McGarity (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Virginia Polytechnic Institute and State University (Blacksburg, VA)","mcgari000aar"
"1019",2016,34,NA,1019,"FrRnd",13,"Diamondbacks","Y","Connor Owings (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Coastal Carolina University (Conway, SC)","owings000con"
"1020",2016,34,NA,1020,"FrRnd",14,"Rays","Y","Bobby Melley (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Connecticut (Storrs, CT)","melley000bob"
"1021",2016,34,NA,1021,"FrRnd",15,"Orioles","Y","Lucas Brown (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Troy University (Troy, AL)","brown-000luc"
"1022",2016,34,NA,1022,"FrRnd",16,"Indians","N","Austin Shenton (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Bellingham HS (Bellingham, WA)","shento000aus"
"1023",2016,34,NA,1023,"FrRnd",17,"Twins","Y","Joe Cronin (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Boston College (Chestnut Hill, MA)","cronin000joe"
